song_id,artist_name,title,tempo,key,mode,time_signature,loudness,duration
SONLFOB12AB017C555,Les Brown,Harlem Nocturne,86.441,1,0,1,-14.319,172.87791
SOOJCHC12A6D4F81E1,Sister Hazel,Think About Me,138.581,7,1,1,-5.15,188.62975
SOQTFZH12AB0188264,Barbara Jones,Moonlight Lover,176.932,6,1,4,-9.375,242.20689
SOKJZRV12A6D4FBEF7,Rooney,Get Away,119.406,11,0,4,-3.324,171.93751
SOKVJQB12A6D4FD0CE,8Ball & MJG,Pimpin' Don't Fail Me Now [Featuring Jazze Pha and Juvenile] (Explicit Album Version),170.046,1,1,4,-5.674,236.93016
SOSXIUD12AB017FBB6,Timothy Byram-Wigfield,Les Corps Glorieux: III. L'Ange aux parfums,112.238,0,1,3,-32.934,473.46893
SOZNESJ12A6D4FD187,Atreyu,Nevada's Grace (Album Version),128.639,8,1,4,-5.512,227.99628
SOHSQVS12A8C1369F2,Jazz Crusaders,Top Of The World,96.617,1,1,1,-9.718,406.07302
SOCYUZL12A6701FA23,Madonna,Bedtime Story (Album Version),111.958,7,1,4,-13.603,248.55465
SOWHFID12A8C133F6B,Scott Wesley Brown,This Little Child (Brown),111.915,10,1,4,-14.696,350.11873
SOPYTTP12A81C22D88,Ashes to Ashes,Pass The Earplugs,110.005,1,1,4,-6.125,215.40526
SOBVERW12AAF3B56C0,Faith Hill,Silent Night_ Holy Night! (Album Version),37.656,6,1,4,-16.402,189.67465
SOHZUGI12AB0188802,Forensics,Crappy Shop (50 Cent Diss Track),96.528,11,0,1,-12.995,381.33506
SOIJYGX12AB0185610,The Rolling Stones,Fortune Teller,173.845,2,1,1,-6.999,116.92363
SOAEHWD12A58A7E36C,Amoral,Metamorphosis,129.962,7,1,4,-5.306,306.38975
SODHTHF12AB0184F53,Tony Martin,Ebb Tide,80.609,7,0,1,-26.928,216.24118
SOAKFMO12AB017DE84,Kool Moe Dee,Way Way Back,110.153,1,1,4,-11.151,272.8224
SOWIEEH12AC468C6C1,Fudge Tunnel,Spanish Fly,140.638,4,0,3,-13.702,325.72036
SOGEIFG12AB018E42D,DJ Nasty,Southern Fried,149.956,11,0,4,-15.386,195.13424
SOKWAIM12A8C137350,Dusminguet,Africa,106.073,7,1,4,-9.688,173.97506
SOTNWCI12AAF3B2028,Taylor Swift,The Way I Loved You,160.786,5,1,4,-4.536,245.36771
SOKWEYI12AB018B712,Roger Williams,The High and The Mighty,86.721,10,1,4,-21.186,161.95873
SOQOSFA12AC960D97D,France D' Amour,Je n'irai pas ailleurs,95.068,3,0,4,-4.858,229.79873
SOLEIOS12AB018372B,Nancy Walker,Ya Got Me,75.77,0,1,5,-14.12,162.79465
SOIDKSM12A8C13C275,The Paul Butterfield Blues Band,All In A Day (Live @ The Troubadour_ LosAngeles),200.105,5,0,7,-9.839,490.84036
SONCRFH12A8AE495EF,Aeoliah,The Passion (Regular),99.21,5,1,5,-26.236,262.53016
SOMMAMA12A8C13F9E7,Tony Martin,Where in the World,66.568,3,0,3,-16.643,192.54812
SOUTCRW12A8C13D937,Kiss,Domino,91.413,2,1,1,-8.471,240.45669
SOJOGRW12AB0183B0C,Glen Washington,Love the One You're With,158.242,1,0,4,-11.97,203.75465
SOHCGGR12A58A78585,Miguel Gallardo,Dedicado,108.789,10,1,4,-10.369,227.60444
SOIASMV12AB0182DC0,Dionne Warwick,Just One Of Those Things,101.421,7,1,3,-13.765,210.96444
SODJKTV12A8C137456,The Jackson Southernaires,Keep On Doing What I'm Doing,115.262,7,1,3,-11.703,193.25342
SOJVPKL12AB018E875,Jah Cure,To Your Arms of Love,168.979,8,1,4,-3.362,210.85995
SOPNFYY12AB01828D4,Swallow The Sun,...and Heavens Cried Blood,71.758,0,0,4,-6.317,377.75628
SOFHYZU12CF530E59B,Janet Jackson,Again,129.542,0,1,4,-10.252,227.082
SOMNCXX12A8C130C46,Bare Jr.,Tobacco Spit,91.973,7,1,4,-7.837,230.05995
SOHBPQS12A58A7A631,João Gilberto,Eu E Meu Coracao,55.596,2,1,4,-22.083,312.05832
SOYXOJV12AB017FC27,Basement Jaxx,Twerk (feat. Yo Majesty),85.332,0,1,5,-5.2,210.20689
SOHMBBX12A58A7926C,Nightwish,Sleepwalker,78.006,9,1,5,-5.921,175.80363
SOJCZRX12A8C1342A8,Stanley Clarke & George Duke,Finding My Way,132.465,11,0,4,-14.253,339.09506
SOOYFUC12A8C13F122,Plump DJs,Creepshow Remixes (Soul Of Man Mix),129.961,11,1,4,-8.564,490.55302
SOEZHBW12A8AE45C83,Jean-Jacques Goldman,Comme Toi (Live),120.704,2,0,4,-14.457,327.65342
SODTWEQ12A8C140FDB,Dennis Brown,Go Now - Original,157.619,1,1,4,-10.999,205.24363
SOYEPDE12A67ADCF1B,Faith Hill,There Will Come A Day (Album Version),154.434,11,1,4,-9.031,253.1522
SOUWQYP12A8C1373F2,Estopa,Exiliado En El Lavabo,142.869,11,0,4,-12.359,195.83955
SOETWIB12A58A7A90D,Lee Michaels,Fell In Love Today,101.015,7,1,1,-11.723,118.88281
SOMKNJK12A8C145989,The London Pops Orchestra,Smile,67.6,6,1,4,-16.755,204.2771
SOIAUJN12A6D4F79BE,The Police,Voices Inside My Head,108.565,7,1,4,-13.425,233.45587
SOEOUCQ12A6BD4F935,Despina Vandi,Kalanta,87.965,9,1,3,-7.865,307.87873
SOVJFWT12A6D4FA5D4,Mark Feldman_ John Taylor_ Anders Jormin_ Tom Rainey,Everafter,86.175,8,1,4,-27.513,527.82975
SOAFHDJ12A8C13F6FF,Frank Stokes,Nehi Mamma Blues,172.348,2,1,4,-16.079,190.92853
SOQXPGC12AB017E91A,John Wesley Ryles,Living Again,101.348,2,1,4,-15.878,183.95383
SOQVFVG12AAF3B3FA5,Bobby Broom,Where Is The Love?,124.883,8,1,4,-14.856,382.98077
SOCYGVT12A8C13ED02,Bill & Gloria Gaither,Farther Along (Favorite Hymns Sung By The Homecoming Friends Album Version),111.321,3,1,3,-9.489,216.18893
SOTQFQD12AB017BCDC,Max Steiner,Presenting The Eight Wonder Of The World,134.759,0,1,3,-15.511,24.13669
SOMARKF12A8C139E6A,Alfredo Kraus,La Alegria Del Batallon,92.409,8,1,1,-17.667,135.13098
SOZHWVN12AB017FAA2,Carman featuring Commissioned & The Christ Church Choir,The Same God,149.978,9,1,4,-7.914,247.14404
SOEZRMA12A58A7D1C3,Junie,Rappin' About Rappin' (Uh-Uh-Uh),102.682,11,0,4,-8.71,243.69587
SOALNDY12AB0182A18,Freddie McGregor,Walls Of Jericho (Album Version),124.088,11,0,4,-9.44,210.52036
SOBHHSV12A8C142BF5,Los Amigos Invisibles,Ultra-Funk,109.35,9,0,4,-6.505,218.67057
SOGBFJS12AB0183AB7,Byron Cage featuring Tye Tribbett,In The Midst,119.194,1,1,4,-4.681,240.43057
SOWEZBD12A6D4F8143,Moonspell,Sacred,120.064,1,0,4,-7.145,313.46893
SOVDNXZ12AC3DF9EA4,Vickie Winans,You Turn Me,179.934,5,0,4,-8.139,347.42812
SOIOOWC12CF530D524,Dolly Parton,It's All Wrong_ But It's All Right,143.804,7,1,4,-10.691,193.54077
SODWIDI12A6D4FA683,Frederic Galliano,Nomades Monades,81.983,10,0,4,-20.282,1394.75546
SONMZEM12A6D4FD284,Room 5,Hidden Sun,127.99,4,0,4,-7.611,403.01669
SODYJEQ12AB0180054,Lambda,Hold On Tight,128.07,1,0,3,-7.944,180.79302
SOVQKDF12AB01834B3,Statues,The Last Stand,182.195,9,1,4,-5.39,127.73832
SOMAJWB12AF72A6875,Zeromancer,Mosquito Coil,93.001,2,0,4,-8.704,277.81179
SOHIDSZ12A6D4F7CF5,Gang Starr,The Planet (Explicit),209.396,7,1,4,-10.518,316.02893
SOGZXGR12AB017F004,Al Denson,Rain Love,80.137,9,1,4,-8.7,249.67791
SOQGFFB12A6D4F9C7F,Buckwheat Zydeco,Buck's Going Downtown (Album Version),124.325,0,1,3,-10.165,416.23465
SORAWOD12A8C142B3F,Strata,Trio (1932)_ Movement 3: Moderato,91.854,7,0,3,-20.406,409.83465
SOPYDEH12AAF3B279A,Poncho Sanchez,Lip Smacker,111.985,5,0,7,-11.951,372.37506
SOMMTIX12A8C139A75,Leona Naess,Heavy Like Sunday,147.256,8,1,4,-9.042,179.74812
SOXHMJM12A58A7A33A,Phil Collins,Dance Into The Light (LP Version),87.871,7,1,3,-6.548,262.00771
SOAQDXZ12A58A7FFBC,Roger Subirana,Un Res Pyr,116.866,8,1,4,-14.015,288.07791
SOILDHG12AB0188DDF,Natural Elements,NE Thang,76.76,4,0,7,-12.141,220.83873
SOJBPLF12AB018362A,Kathy Mattea,Standing Knee Deep In a River (Dying Of Thirst),132.335,0,1,4,-9.352,250.33098
SOIPGLN12A58A7C54F,Vilma E Vampiros Palma,Se Puede Salir,127.879,7,0,4,-7.724,265.32526
SODPBUM12A8C142299,Albert King,I'm Gonna Move To The Outskirts Of Town - Live,96.804,9,1,3,-13.004,454.84363
SOHKXIB12A81C207F1,Frankie Negron,Comerte A Besos (Bachata Version),125.007,11,0,4,-6.035,260.8322
SOROXGS12AB0180D21,Seamus Egan,The Munster Cloak,98.355,7,1,1,-15.717,184.2673
SOAOCCQ12AB0183F50,Tiny Tim,Sweet And Lovely,87.895,5,1,4,-13.265,236.77342
SOCSZBL12CF530E5B0,N.E.R.D.,Intro / Time For Some Action,113.034,11,1,4,-5.795,222.6673
SOQDTMC12A6D4FA1D2,Naughty By Nature,The Hood Comes First (LP Version),199.652,6,0,4,-12.711,216.60689
SOPGVOO12A8C13E37D,React,Fabrication,126.412,4,0,1,-10.158,131.082
SOMYHTA12A6D4FB87D,Tresenlesen,Das Gelübde,174.332,4,1,5,-12.119,239.46404
SOQNJSP12AB017D3B5,The All American Rejects,Jack's Lament,109.697,2,0,5,-9.322,195.18649
SOEOYCV12A8C13CC6F,Malefaction,Drowning In Public Approval,151.379,5,0,3,-3.807,76.90404
SORCCVC12A8C13DFB5,Los Van Van,Appapas Del Calabar,202.153,7,1,4,-5.801,268.042
SOXFWZI12A58A7D561,Washboard Sam,I'm On My Way Blues,92.574,0,1,1,-16.597,169.22077
SOWNYEK12A6701F046,Viktor Krauss,Side Street,93.394,10,0,4,-21.361,243.1473
SORRHHE12A58A7EAC1,Dan Cummins,Chocolate Squirrelador (Album Version),112.194,5,0,1,-13.605,140.43383
SOFLNBJ12AB017EC59,Willy DeVille,Cadillac Walk (Album Version),143.592,2,1,1,-5.883,439.30077
SOPQSPR12AB0183C46,Pescado Rabioso,Aguas Claras De Olimpos,80.754,7,1,1,-13.209,526.21016
SOALBQW12A8C142359,Justin Timberlake,What Goes Around...Comes Around,127.952,11,0,1,-3.773,254.1971
SOQPBEV12AC3DF66EF,Hall & Oates,Perkiomen,105.314,3,0,1,-9.926,158.40608
SOCVHWL12A8C13E56D,Plump DJs,Weighed Down,134.113,9,1,4,-6.934,304.45669
SOYLCKM12A8C1346FF,Billy Bragg,This Guitar Says Sorry,176.447,7,1,4,-9.341,153.88689
SOFZQHK12A8C13B23E,Sugar Minott,Try Love,158.051,1,1,4,-11.107,290.35057
SOGEMXW12A8C13CC88,Sasha,Jour De Chance (Lucky Day),101.05,7,0,4,-5.275,199.23546
SOEHBCX12AB0181B89,"Ricky Martin Feat. La Mari de ""Chambao",Tu Recuerdo,83.891,0,0,4,-6.41,247.87546
SOGWUAE12A6D4FCE22,Bukka White,My Baby,114.268,4,1,4,-13.206,880.92689
SOZJIWO12AB0189335,White Willow,The Reach,101.341,6,0,3,-12.518,659.46077
SOALPUI12AB018A7FC,Los Barón De Apodaca,Ese Que Traes A Tu Lado,199.046,9,1,4,-12.442,213.7073
SOWRAQJ12A8C146BF1,Ten Wheel Drive,No Next Time,113.866,5,1,4,-11.723,272.84853
SOAFZGF12AB01823ED,Bob Carlisle,I Will Shelter You,147.576,0,1,4,-7.853,252.00281
SOJABTU12A58A7E1CA,Scalplock,Safe in Numbers (Album Version),98.032,5,1,5,-8.704,52.03546
SOVUTTU12AC468D67E,The Jackson Southernaires,It's All In The Word,110.167,7,0,4,-8.038,281.25995
SOHHMXP12AB018264D,Smut Peddlers,"Nova (originally from ""failure"")",160.147,2,1,1,-6.052,104.93342
SOGQFXS12AB01865FB,Nerf Herder,Nervous Breakdown,189.995,7,1,4,-2.885,167.44444
SOPSYTV12AB01807DB,Bryan Ferry,"Slave To Love (7"" Version) (2009 Digital Remaster)",147.421,11,0,4,-7.664,240.03873
SOVJWKQ12A8C145462,Moon Mullican,Mona Lisa,74.6,0,1,4,-17.881,170.52689
SOPRQKI12AB0181A85,2 Minutos,1987,186.495,0,1,4,-7.653,64.39138
SOLUCSP12AB0183B9E,Spok Frevo Orquestra,Folião Ausente,102.164,5,0,4,-8.431,286.04036
SOKRRQW12A8C13F94B,Vinícius de Moraes,A volta da mulher morena,103.682,5,0,3,-16.216,157.30893
SOMUCDN12A6D4F8555,Santana,Persuasion,109.464,2,0,4,-4.27,317.09995
SOKEEIT12A58A7E185,Huey Dunbar,Sin Poderte Hablar,100.029,11,1,4,-7.024,200.80281
SOEOKDW12A8AE45B27,Hot Chip,No,146.035,5,1,4,-8.208,182.15138
SODWVNV12A8C1423C6,Behemoth,He Who Breeds Pestilence,129.829,8,1,4,-2.735,341.2371
SOKFFUV12A8C1411A0,Sylver,Sympathy,138.935,9,0,4,-9.122,170.50077
SOJTLMJ12A58A80212,Dead Hearts,In Our Hands_ Once Again,136.714,4,1,1,-5.053,44.30322
SOAPRLL12AB0183EF2,Klubbingman feat. Beatrix Delgado,Another Day Another Night,145.004,3,0,4,-5.395,333.21751
SOGJGNM12AB0188BC3,Mawatari Matsuko,Hohoemi No Bakudan (YUUYUUHAKUSO Opening Theme),86.765,0,0,5,-4.834,253.77914
SOTKEPE12AB0188847,Harry Diboula,Rendez-Vous,167.952,9,0,3,-9.522,249.88689
SOYEUES12AB0187F14,Scott Matthews,Underlying Lies,100.008,5,0,4,-8.599,325.48526
SOZAVXS12A8C134305,Tito Puente,"Carnival (from ""Black Orpheus"")",102.308,0,1,4,-13.906,273.81506
SOITXNB12A8C144ECD,Graham Central Station,It's Alright,119.633,8,0,4,-9.783,229.27628
SORUAFU12A8C141452,Jacques Dutronc,Les Femmes Des Autres,122.233,11,0,1,-11.899,192.33914
SONSDBD12A8C13CC4B,Pennywise,Dying to Know (Album Version),171.516,7,1,4,-5.163,185.5473
SODBXDN12AB018194E,Gustavo Santaolalla,Endless Flight,156.446,4,0,1,-21.463,276.21832
SOUSXAY12A8C1358FA,Shakira,Poem To A Horse,93.982,7,1,4,-6.025,246.43873
SORMUQC12A8C13C1D7,JK,You Make Me Feel Good ,125.991,6,0,4,-14.475,361.16853
SOZQVTJ12A6701D96B,Snow Patrol,Wow,143.038,0,1,4,-5.694,242.05016
SOKFQSX12AB0188CEE,Sandy Posey,Touch You,149.252,0,1,4,-15.15,165.19791
SOCJYJY12AB018A3A3,Taking Dawn,Black Diamond,144.777,7,0,4,-4.361,236.79955
SOBHBII12A6D4F9FFA,Mario Rosenstock,HUM,126.476,0,1,5,-11.043,29.49179
SOJOUBX12AB018A61A,Royal S,Personne Stop (feat. Nixon),184.155,10,0,3,-6.313,285.98812
SOWQVVZ12A58A7B65C,Rainbow,Still I'm Sad,162.384,11,0,4,-10.178,663.24853
SOGYMWC12A6D4FBAF2,David Meece,This Time (Learning To Trust Album Version),104.56,9,1,4,-11.809,241.76281
SORQTDS12AB0186ED3,Kurupt,Girls All Pause,103.596,1,0,5,-7.804,207.98649
SOOAWZF12AB017BE3B,Esa Pakarinen,Hengähä tok,125.346,0,0,4,-14.988,200.202
SOFLKHX12A6701C32A,Robert Palmer,Looking For Clues,141.674,2,0,4,-11.514,299.78077
SOCDLSK12AB018168E,Danny Williams,Stay Awhile,143.467,2,1,7,-16.389,200.82893
SOUMZVI12AB018567C,Jimmy McGriff,After The Dark,140.085,2,0,4,-17.522,334.18404
SOASNLL12AB018129B,Piero Umiliani,Questo sporco mondo meraviglioso,104.263,6,1,1,-11.443,158.51057
SOZQJSC12A58A7F42F,Bryan Ferry,Going Down,105.361,7,1,5,-10.096,188.18567
SOWOYGM12A6D4FB4C1,Eminem,Paul,120.765,3,1,3,-24.997,13.58322
SOILZTW12A8C1438A1,Hanoi Rocks,Walkin' Away,102.99,11,0,4,-5.628,236.35546
SOAYEQY12A8C140810,Mikey Dread,Have you got a Minute to spare,158.813,8,1,4,-10.099,251.14077
SOSWCOP12AB01864AF,Bukue One,Up Close and Personal,192.025,11,1,7,-11.117,130.61179
SOLNCDE12AC468EC62,Mr. Sancho,Ooh Baby (feat. Lil Bandit & Royal T),167.85,2,0,4,-10.373,215.97995
SOJQTDA12AB0181540,Nerf Herder,Pantera Fans In Love,171.833,7,1,3,-6.357,200.04526
SOLOLMU12A8C133FBB,White Heart,Let The Kingdom Come (Freedom Album Version),86.096,7,1,4,-12.245,301.81832
SOFQTGN12A8C13E0E8,Eyes Set to Kill,Liar in the Glass,91.873,2,1,4,-3.492,238.05342
SOGXGUK12A6D4FC1B4,Tony Joe White,A Man Can Only Stand Just So Much Pain (Bonus Track),122.236,7,1,4,-16.834,152.842
SOPIRTQ12A8C131DF9,Furry Lewis,Everybody's Blues,105.715,10,1,4,-14.438,175.5424
SOGYEFP12AF729F8DF,Snowgoons,Platoon Goons,97.454,8,1,4,-5.191,257.25342
SOCIUEE12A6D4F95D1,Cali,Dolorosa (Live),160.126,5,0,1,-6.871,339.80036
SOQXSVW12A58A7A419,Kol Simcha,Nigun,109.265,7,0,1,-20.327,164.64934
SODQPDV12AC468903A,The Refreshments,Lana Lee,193.584,7,1,4,-5.204,175.96036
SOGBONS12AB0181C65,Gran Coquivacoa,Versos Gaiteros,181.671,0,1,4,-3.864,212.40118
SOKSVVV12AB0181165,Ale Möller,Sandpolskan,86.313,9,1,1,-9.75,184.42404
SONDARV12AB017C7CD,Charlie Peacock,Down in the Lowlands,194.659,9,0,4,-8.872,298.70975
SOBJUKG12A58A7DCA8,Phil Collins,Two Hearts,155.843,7,1,4,-2.689,204.19873
SOSPFEP12AC468825B,Jean Carignan,Bank,234.26,2,1,4,-10.102,189.72689
SOIXFFL12A8BED74A0,The Marx Brothers,The Professor's Conference/Horse Feathers (Dialogue),77.212,5,1,5,-17.315,159.16363
SOPILXJ12AB0186E27,The Dells,I've Got A Woman - Original,120.522,8,1,4,-14.641,214.9873
SOXCQIQ12AB017D8DB,Seal,When A Man Is Wrong (Album Version),146.758,4,1,4,-9.303,258.63791
SOKSFXW12A8AE48407,The Dylans,I Hope The Weather Stays Fine (Remix),106.035,2,1,4,-14.744,410.98404
SOVMJZI12AB0182218,Jim Reeves,Mexican Joe,126.689,2,1,1,-9.609,157.6224
SOKJITL12AB017E7FF,John Mayer,Who Did You Think I Was,193.14,7,1,4,-6.578,263.36608
SOPXOYP12AB01883DE,Oesch's die Dritten,Die berüehmte drü Wörtli,85.347,4,1,1,-5.481,227.05587
SOYBRXG12A58A776D6,The MC5,The American Ruse (LP Version),173.34,5,1,1,-2.969,149.96853
SOUAUZJ12A8C137CDA,Floyd Cramer,Stood Up,104.793,2,1,1,-19.115,125.85751
SOEPYBI12A8C13AF79,Craig Wedren,Alone in Love,71.283,0,1,4,-14.98,155.27138
SOPCFDS12AB017E0E5,The Almost,Books & Books,84.99,11,0,4,-4.289,210.59873
SOGAMBY12A8C140D10,David Hudson,Didgeralia,146.796,0,1,4,-10.15,242.99057
SOKQWLL12AB01861F7,Leon Lai,Ji Yi De Hua Yuan,127.909,11,1,4,-4.897,199.75791
SOLTAOU12A8C1375CB,Simply Red,Fairground (+ Sample),122.811,6,1,4,-7.209,333.322
SODEWQE12A8C143E6A,Tommy Sands,Goin' Steady,126.462,7,0,1,-6.431,153.0771
SOVBYCN12A8C13AABC,Bad Religion,Fertile Crescent (bonus track),139.755,8,1,1,-3.376,138.52689
SOFSFXP12A8C13F077,Nybbl,Such Grand Ideas,130.06,2,1,4,-7.375,232.202
SOUUKDE12AB018956E,Roy Rogers,Ride Ranger Ride,115.319,10,1,4,-18.519,158.01424
SORTPHZ12A8C13D374,Plies,I Am The Club (Explicit Album Version),86.967,5,1,4,-6.947,223.65995
SOLXAOA12A8C13520A,Kix,Rock & Roll Overdose [Live Version],89.995,1,1,4,-11.822,268.12036
SOGVWVG12A6D4FCD8A,Nightfall,Death Of Neira,121.949,9,0,4,-5.028,272.69179
SOODOKY12A6701C584,Fountains Of Wayne,Janice's Party,134.289,9,1,4,-5.094,165.61587
SOMPAOJ12A6D4F68BB,Terry Callier,Occasional Rain,125.964,11,1,7,-12.061,243.04281
SOPSCBU12AB018B6DC,The Knightsbridge Strings,Whispering Grass,73.742,0,1,4,-12.827,188.44689
SOWSCTG12A6D4FA919,Juan Diego Flórez / Riccardo Frizza / Orchestra Sinfonica di Milano Giuseppe Verdi,Allegro io son,164.595,4,1,3,-17.898,222.61506
SOBVZHC12AB0181786,Lara Fabian,TLFM (Toutes Les Femmes En Moi),104.994,8,0,4,-6.945,246.20363
SOQRMSV12A8C13DD92,Sun Yan-Zi,Sensible,99.981,8,0,4,-4.085,263.49669
SOVSHWF12AF72A75EF,David Banner / Sky / Marcus,My Lord,147.327,7,1,4,-4.043,263.47057
SOKEPVI12A6701E91E,Abracadabra,Otra vez,85.085,4,0,4,-10.209,194.5073
SODQZVY12AB018BF68,Event Horizon,Endless Ocean,85.391,7,1,4,-9.341,440.76363
SOXVFYT12A81C2351C,Entre Ríos,Cerca & Extraño,215.999,5,1,3,-10.083,285.04771
SOYGWDD12A8AE47F23,The New York Dolls,Stranded In The Jungle,88.508,9,1,5,-9.325,245.68118
SOXQOHL12AB017D69E,Epitaph,Dancing With Ghosts,113.141,9,0,3,-6.288,253.75302
SONIUEQ12AB0184D1A,BT feat. JES,Every Other Way,168.474,6,0,4,-5.213,550.97424
SOTNLCJ12AB018FA13,Arika Kane,Here With Me,127.757,6,1,4,-3.731,245.13261
SOYTZKN12A6D4FB921,Oscar Castro-Neves,Air On A Six String,79.992,2,1,3,-18.32,197.38077
SORZBEO12A8C142A98,Lonestar,Somebody's Someone,141.171,4,1,4,-8.163,263.49669
SOMGSLD12AB017EDD1,The Cliks,Career Suicide (CD),142.948,2,1,4,-5.122,199.78404
SOPSBBI12A8C1342C4,Agnostic Front,No One Hears You,199.527,2,1,4,-4.883,98.11546
SOWYVEO12AB017FBDB,Jaci Velasquez,Al Munda Dios Amo (LP Version),89.456,2,1,4,-9.585,306.65098
SOMXQEF12AB0181AF0,Mario Rosenstock,Obama's Election (Best of 2009),211.688,1,1,1,-8.767,216.13669
SODXQTB12A8C13F0F7,Dixie Chicks,Lullaby,109.74,5,1,4,-12.749,351.84281
SORXEQN12AB0184EEE,Lizzy Borden,Generation Aliens,145.882,2,1,4,-2.339,268.40771
SONWRCU12A8C1343B0,Tha Liks featuring Defari,My Dear,184.046,9,0,4,-5.033,233.92608
SOPAOVE12AC468EC72,Cliff Bruner,Milk Cow Blues,161.246,7,1,4,-13.841,188.31628
SOUFLZS12AAF3B21DE,Funeral For A Friend,Building,139.401,3,1,4,-15.609,160.23465
SOGPXXQ12AB0180CC6,Delbert McClinton,He Will Break Your Heart,126.776,7,0,4,-9.69,251.29751
SOKSFDI12AB017DBFF,Brigada Victor Jara,Parto em terras distantes (2.ª versão),119.901,7,1,5,-9.674,223.76444
SOJWGBZ12AB018B730,The Crystal Method,Realizer,130.006,10,0,4,-6.642,228.85832
SOORKEP12A6D4FBB59,Kate Clinton,The Urge To Merge,132.345,9,1,3,-14.726,186.53995
SOLWTDG12A6701E978,Nirvana,School,170.069,6,0,4,-5.864,160.33914
SOJIMUS12AB0181194,Beenie Man,Once a Year,120.956,1,1,5,-5.591,241.26649
SOGXKPF12A582916B9,Bongzilla,666lb. Bongsession,89.997,4,1,3,-6.499,475.11465
SOPEDTR12AB0185B7A,Scissors for Sparrow,Top of the Hill_ Bottom of the Valley...Uhh!,120.958,5,1,4,-14.056,225.27955
SOPPCXM12A6D4F66BC,Madonna,Vogue [Live],116.169,6,0,4,-5.407,330.94485
SOKBKBA12A8C13338A,Vusi Mahlasela,Our Sand,190.019,9,1,5,-8.178,358.71302
SOCVDDL12A6D4F9A6C,Alex,What If,147.871,2,1,4,-7.41,250.69669
SOAEYFM12AC3DF51A2,MyKungFu,Hesitate,110.644,1,1,3,-7.83,209.57995
SOBEYDE12A8C141417,Liquid Soul,Dysfunction,183.836,10,0,4,-9.154,285.28281
SOIJWMK12AC9073334,Jesus Jones,Real_ Real_ Real (BBC In Concert),114.995,7,1,4,-9.728,192.62649
SOXJRPT12A8C13D0FD,Sanna Nielsen,Då är det jul,80.981,5,1,4,-13.308,200.30649
SONPKQG12A8C145AE2,Aaron Watson,Sweet Contradiction,124.15,9,1,3,-9.249,257.35791
SOTDWOU12A8C137EDE,Sin Plomo feat. Boris G.,Why can't we live together,72.022,5,0,5,-11.928,299.72853
SOUSXRA12A8AE490AC,Dave Eggar,Sorrow's Call,97.243,8,1,4,-27.845,240.09098
SOUURWE12AB0182EA3,Dax Riggs,Night is the Notion,124.409,11,1,4,-6.172,158.51057
SOYBGAI12AC468AA34,Grupo Sierra Maestra,Aunque Tu Mami No Quiera,138.561,9,1,1,-10.511,239.46404
SOKWYNX12A58A802A6,Ben Jelen,Wicked Little Town (Album Version),101.954,7,1,4,-5.77,240.32608
SOJEBLF12A8C138B50,Twila Paris,How Beautiful (Cry For The Desert Album Version),105.834,7,1,4,-12.126,290.19383
SOONMID12AB0180F92,Bruisers,Police Opression,114.648,9,1,4,-6.854,151.53587
SOFHSVX12AB0180161,Warner mack,How Long Will It Take,153.898,9,1,4,-17.777,120.42404
SOIPXAK12A8C133A08,Bill & Gloria Gaither,God Lead Us Along (Homecoming Hymns Version),50.066,0,1,1,-15.516,199.02649
SOJPEUX12A8C138B18,Edmond Leung,Xing Dao Shou,106.879,0,1,4,-6.164,211.17342
SOINLKW12A6D4F8F83,Leroy Hutson,Ella Weez,122.524,4,0,4,-12.987,181.55057
SORMAAO12AC9075357,Roj,The Process Revealed,115.307,7,1,4,-12.912,65.95873
SOPRQEX12A8C133558,Wyclef Jean,Something About Mary,189.99,0,1,7,-6.431,319.97342
SORIWJQ12A8AE4778E,Singing Melody,I Never Know,146.545,10,0,3,-7.837,231.67955
SONZDGL12AB018CD7C,Maysa,Escuta_ Noel,82.72,5,0,5,-10.484,176.37832
SOLZZPQ12A8C130C70,Bob Neuwirth,Turn It Around,123.836,7,1,4,-9.825,209.34485
SOEUZAC12AB018C2B0,Ben E. King,Love Is Gonna Get You,157.118,10,1,1,-7.258,200.54159
SOPXSEX12A670204A0,Phil Collins,That's What You Said  (LP Version),129.729,8,1,4,-6.68,260.96281
SOCZYSK12A8C135DB0,Jeanne Robertson,Mumbling or hearing loss?,80.311,5,0,5,-16.307,140.09424
SOYBSGS12A8C140EBF,9th Wonder,Saved,171.968,6,0,7,-6.012,184.92036
SOGFNPM12AB0183EFA,Cabin Crew,Can't Stop (Mind electric Remix),85.348,10,0,5,-4.434,194.97751
SOUXPPN12CF530E5EB,Dolly Parton,Light Of A Clear Blue Morning,137.865,7,1,1,-8.782,294.24281
SOEXJDG12A8C137AE8,Lockwood,Meat Parade,107.386,0,1,4,-7.323,256.46975
SOKQUFP12A8C140A16,Albert King,Watermelon Man,152.2,1,1,3,-15.879,244.27057
SOAOPVN12AAF3B1856,Rihanna,SOS,139.304,6,0,4,-3.925,244.50567
SOXESGI12A8C13F85C,Fenton Robinson,Somebody Loan Me A Dime,114.255,10,1,3,-12.346,263.73179
SODMXRL12A58A7E9C6,Jason Miles,Flamenco Sketches (Intro),61.589,1,1,7,-17.43,30.45832
